StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Consent	QID1	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q7_6	Q7_7	Q7_8	Q16	ResponseID	RandomID
2022-04-25 15:37:51	2022-04-25 15:40:06	IP Address	109.121.2.173	100	135	TRUE	2022-04-25 15:40:06	R_2cbTRf1DDQZCxXu					40.738	-74.1634	anonymous	EN	I consent, continue	Very Interested	Several times a day	About once a day	About once a week	About once a day	About once a day	Several times a day	About once a day	About once a week		R_2cbTRf1DDQZCxXu	821989
2022-04-25 15:40:08	2022-04-25 15:40:40	IP Address	71.80.195.252	100	31	TRUE	2022-04-25 15:40:40	R_28MAFQltkFpwMv9					47.0046	-120.5068	anonymous	EN	I consent, continue	Slightly Interested	Never	Less often	Never	About once a day	About once a day	About once a day	About once a day	About once a day		R_28MAFQltkFpwMv9	315258
2022-04-25 15:39:49	2022-04-25 15:40:42	IP Address	63.161.76.70	100	52	TRUE	2022-04-25 15:40:42	R_3k1yhoi251crn7t					39.0019	-77.4556	anonymous	EN	I consent, continue	Very Interested	Several times a day	About once a day	A few days a week	Several times a day	Several times a day	Several times a day	A few days a week	About once a day		R_3k1yhoi251crn7t	816136
2022-04-25 15:32:48	2022-04-25 15:40:45	IP Address	63.161.78.180	100	477	TRUE	2022-04-25 15:40:45	R_3szuzNVj8eSmVAL					39.0019	-77.4556	anonymous	EN	I consent, continue	Very Interested	Several times a day	About once a day	A few days a week	Several times a day	Several times a day	Several times a day	About once a day	4		R_3szuzNVj8eSmVAL	230003
2022-04-25 15:40:56	2022-04-25 15:41:19	IP Address	45.87.63.165	100	22	TRUE	2022-04-25 15:41:19	R_2AMrrctafZ6iuj8					39.018	-77.539	anonymous	EN	I consent, continue	Interested	About once a day	Less often	About once a week	A few days a week	About once a week	A few days a week	About once a day	Less often		R_2AMrrctafZ6iuj8	634919
2022-04-25 15:40:36	2022-04-25 15:41:33	IP Address	209.40.114.199	100	56	TRUE	2022-04-25 15:41:33	R_8GrKJEPzwQuu5ep					39.0469	-77.4903	anonymous	EN	I consent, continue	Very Interested	Several times a day	Several times a day	About once a week	Several times a day	A few days a week	A few days a week	About once a week	Less often		R_8GrKJEPzwQuu5ep	508395
2022-04-25 15:40:22	2022-04-25 15:41:42	IP Address	208.218.225.57	100	79	TRUE	2022-04-25 15:41:42	R_1N3OiQLf0rrMbrt					40.8023	-73.7329	anonymous	EN	I consent, continue	Interested	A few days a week	About once a day	About once a week	About once a week	About once a day	About once a day	A few days a week	About once a week		R_1N3OiQLf0rrMbrt	243122
2022-04-25 15:41:51	2022-04-25 15:42:29	IP Address	173.170.197.182	100	38	TRUE	2022-04-25 15:42:29	R_3RyEV9rFrQZJ0Fd					28.3836	-82.511	anonymous	EN	I consent, continue	Interested	Never	Less often	About once a week	Several times a day	About once a day	About once a day	About once a day	About once a day		R_3RyEV9rFrQZJ0Fd	514225
2022-04-25 15:41:54	2022-04-25 15:43:37	IP Address	67.191.249.71	100	103	TRUE	2022-04-25 15:43:37	R_5AZbE9lAh5WowiB					34.2319	-84.1627	anonymous	EN	I consent, continue	Interested	Several times a day	Never	Several times a day	Several times a day	Several times a day	Several times a day	About once a day	About once a day		R_5AZbE9lAh5WowiB	781910
2022-04-25 15:43:29	2022-04-25 15:43:48	IP Address	185.162.74.216	100	19	TRUE	2022-04-25 15:43:49	R_3JIXJebOTDAB30v					39.018	-77.539	anonymous	EN	I consent, continue	Interested	About once a day	About once a week	About once a day	About once a day	A few days a week	A few days a week	Less often	Less often		R_3JIXJebOTDAB30v	773729
2022-04-25 15:42:37	2022-04-25 15:43:54	IP Address	74.64.38.26	100	76	TRUE	2022-04-25 15:43:54	R_1kTH4lWxsHwrly0					40.7263	-73.9818	anonymous	EN	I consent, continue	Moderately interested	A few days a week	Never	Never	Several times a day	About once a day	About once a day	Several times a day	Several times a day		R_1kTH4lWxsHwrly0	697329
2022-04-25 15:42:44	2022-04-25 15:44:04	IP Address	64.112.85.230	100	80	TRUE	2022-04-25 15:44:05	R_zVcnjd7Gm2Lxexz					33.9214	-118.413	anonymous	EN	I consent, continue	Interested	Several times a day	A few days a week	About once a week	A few days a week	A few days a week	Never		Less often		R_zVcnjd7Gm2Lxexz	399884
2022-04-25 15:42:53	2022-04-25 15:44:10	IP Address	208.218.226.0	100	77	TRUE	2022-04-25 15:44:11	R_9M6kyzO7VlbaafT					40.8023	-73.7329	anonymous	EN	I consent, continue	Interested	Several times a day	Several times a day	Less often	About once a day	About once a day	A few days a week	About once a day	A few days a week		R_9M6kyzO7VlbaafT	108158
2022-04-25 15:43:41	2022-04-25 15:44:14	IP Address	173.242.140.10	100	33	TRUE	2022-04-25 15:44:15	R_2YDLPc9WogxA2Rj					37.8976	-86.2175	anonymous	EN	I consent, continue	Slightly Interested	Never	Never	Less often	A few days a week	About once a week	Never	About once a day	Less often		R_2YDLPc9WogxA2Rj	951378
2022-04-25 15:43:36	2022-04-25 15:44:17	IP Address	68.197.47.79	100	41	TRUE	2022-04-25 15:44:17	R_5bu5G9eBcGcStQB					40.8446	-74.5749	anonymous	EN	I consent, continue	Not interested at all	About once a week	Never	Less often	A few days a week	About once a week	A few days a week		Less often		R_5bu5G9eBcGcStQB	897824
2022-04-25 15:44:14	2022-04-25 15:44:39	IP Address	98.114.69.57	100	25	TRUE	2022-04-25 15:44:40	R_3eqzJeyJMbNpcSs					40.1435	-75.3779	anonymous	EN	I consent, continue	Moderately interested	Never	Less often	Never	About once a day	Never	Never	A few days a week	About once a day		R_3eqzJeyJMbNpcSs	683242
2022-04-25 15:45:09	2022-04-25 15:45:40	IP Address	73.251.148.185	100	30	TRUE	2022-04-25 15:45:40	R_31SNGEm7Hh7UXcj					37.5453	-77.9187	anonymous	EN	I consent, continue	Interested	A few days a week	Never	Less often	Several times a day	Less often	A few days a week	Several times a day	About once a day		R_31SNGEm7Hh7UXcj	179329
2022-04-25 15:45:55	2022-04-25 15:46:17	IP Address	104.224.30.179	100	22	TRUE	2022-04-25 15:46:18	R_1mOiHJ8nga6n6O7					39.018	-77.539	anonymous	EN	I consent, continue	Slightly Interested	About once a week	A few days a week	A few days a week		A few days a week	About once a day		A few days a week		R_1mOiHJ8nga6n6O7	914032
2022-04-25 15:46:18	2022-04-25 15:46:56	IP Address	76.115.45.184	100	38	TRUE	2022-04-25 15:46:56	R_2qmDMmMfFo2Kg6f					44.6554	-123.135	anonymous	EN	I consent, continue	Interested	About once a week	Never	Less often	About once a day	Never	A few days a week	About once a week	About once a week		R_2qmDMmMfFo2Kg6f	150165
2022-04-25 15:46:32	2022-04-25 15:46:58	IP Address	64.112.85.100	100	26	TRUE	2022-04-25 15:46:58	R_2zisPpCr4tBaJGg					33.9214	-118.413	anonymous	EN	I consent, continue	Interested	About once a week	Less often		Several times a day	About once a week	Several times a day	A few days a week	About once a week		R_2zisPpCr4tBaJGg	877002
2022-04-25 15:46:08	2022-04-25 15:47:17	IP Address	108.31.82.249	100	69	TRUE	2022-04-25 15:47:17	R_3DoTLBgy39k1UlH					39.1361	-77.2824	anonymous	EN	I consent, continue	Moderately interested	Less often	Less often	Less often	About once a week	Less often	Less often	Less often	About once a week		R_3DoTLBgy39k1UlH	418192
2022-04-25 15:47:22	2022-04-25 15:47:48	IP Address	104.224.28.126	100	26	TRUE	2022-04-25 15:47:49	R_2SeiwGfX54oQftQ					40.7876	-74.06	anonymous	EN	I consent, continue	Not interested at all	About once a week	About once a week	Never	About once a week	A few days a week	Less often	About once a day	Less often		R_2SeiwGfX54oQftQ	312569
2022-04-25 15:47:12	2022-04-25 15:47:57	IP Address	24.233.108.39	100	45	TRUE	2022-04-25 15:47:58	R_2pLxrJSDAxzdPyR					43.2874	-71.3352	anonymous	EN	I consent, continue	Very Interested	Never	Never	Never	About once a day	Never	Several times a day	Several times a day	About once a week		R_2pLxrJSDAxzdPyR	863170
2022-04-25 15:47:33	2022-04-25 15:48:10	IP Address	70.112.58.43	100	36	TRUE	2022-04-25 15:48:10	R_ZqPvO5wY6LHg0rD					31.7775	-106.4903	anonymous	EN	I consent, continue	Moderately interested	A few days a week	Never	A few days a week	About once a day	Never	Never	About once a day	Less often		R_ZqPvO5wY6LHg0rD	845030
2022-04-25 15:49:02	2022-04-25 15:49:33	IP Address	208.218.225.33	100	31	TRUE	2022-04-25 15:49:33	R_2vYZ24no9jBvDhE					40.8023	-73.7329	anonymous	EN	I consent, continue	Very Interested	Several times a day	Several times a day	Several times a day	About once a day	About once a day	Several times a day	Several times a day	About once a day		R_2vYZ24no9jBvDhE	727766
2022-04-25 15:52:56	2022-04-25 15:53:28	IP Address	73.224.223.22	100	31	TRUE	2022-04-25 15:53:29	R_2BlIOEVcXdTsha5					31.2804	-81.5305	anonymous	EN	I consent, continue	Very Interested	About once a day	About once a week	About once a day	Several times a day	Never	Several times a day	Several times a day	About once a day		R_2BlIOEVcXdTsha5	910014
2022-04-25 15:52:44	2022-04-25 15:54:29	IP Address	72.192.178.157	100	105	TRUE	2022-04-25 15:54:30	R_vGNvRFQv4fF9ObD					32.7398	-117.027	anonymous	EN	I consent, continue	Very Interested	About once a day	Never	Never	About once a day	About once a day	About once a day	About once a day	A few days a week		R_vGNvRFQv4fF9ObD	718558
2022-04-25 15:52:52	2022-04-25 15:54:49	IP Address	173.225.145.75	100	117	TRUE	2022-04-25 15:54:49	R_3me3fTzVE42WHWH					45.7364	-94.1658	anonymous	EN	I consent, continue	Very Interested	About once a day	Less often	Less often	About once a week	About once a week	About once a week	A few days a week	Less often		R_3me3fTzVE42WHWH	368906
2022-04-25 15:55:27	2022-04-25 15:55:48	IP Address	103.27.77.224	100	20	TRUE	2022-04-25 15:55:48	R_wTS4yMx4jl40Pm1					39.018	-77.539	anonymous	EN	I consent, continue	Interested		About once a week	About once a week	A few days a week	Less often	About once a week	Less often	Less often		R_wTS4yMx4jl40Pm1	678576
2022-04-25 15:55:57	2022-04-25 15:56:58	IP Address	65.131.220.186	100	61	TRUE	2022-04-25 15:56:59	R_1rwFsDh7cx6gAKu					40.3869	-82.4901	anonymous	EN	I consent, continue	Slightly Interested	Never	Never	Never	A few days a week	About once a week	Never	Never	About once a week		R_1rwFsDh7cx6gAKu	975590
2022-04-25 15:47:35	2022-04-25 15:57:30	IP Address	73.5.48.5	100	594	TRUE	2022-04-25 15:57:30	R_WqHWicsHnPsYkXD					32.4143	-90.1185	anonymous	EN	I consent, continue	Moderately interested	About once a day	Less often	Never	Several times a day	Less often	Less often	Less often	About once a week		R_WqHWicsHnPsYkXD	335207
2022-04-25 15:53:17	2022-04-25 15:58:43	IP Address	131.106.53.170	100	325	TRUE	2022-04-25 15:58:43	R_3CDTgCDTXeT78mE					40.595	-75.5289	anonymous	EN	I consent, continue	Interested	About once a week	Less often	Never	A few days a week	About once a week	About once a week	About once a week	About once a week		R_3CDTgCDTXeT78mE	732787
2022-04-25 16:02:00	2022-04-25 16:02:24	IP Address	52.128.53.190	100	24	TRUE	2022-04-25 16:02:25	R_2ti2Lyl1ByOrsgj					32.9074	-97.5322	anonymous	EN	I consent, continue	Very Interested	About once a day	A few days a week	Less often	About once a day	About once a day	Several times a day	About once a day	Several times a day		R_2ti2Lyl1ByOrsgj	196110
2022-04-25 16:01:43	2022-04-25 16:02:48	IP Address	208.218.231.157	100	64	TRUE	2022-04-25 16:02:48	R_3G20O4tdFQfORHj					39.9703	-75.0617	anonymous	EN	I consent, continue	Interested	About once a week	Less often	Less often	Never	Never	Less often	Less often	Never		R_3G20O4tdFQfORHj	354867
2022-04-25 16:02:46	2022-04-25 16:03:52	IP Address	69.127.161.171	100	66	TRUE	2022-04-25 16:03:52	R_ehpU8BbeRPgeG9X					40.8703	-73.8525	anonymous	EN	I consent, continue	Very Interested	About once a day	Less often	Never	A few days a week	A few days a week	A few days a week	A few days a week	Never		R_ehpU8BbeRPgeG9X	465507
2022-04-25 16:04:22	2022-04-25 16:04:45	IP Address	208.219.19.34	100	23	TRUE	2022-04-25 16:04:46	R_a2HtEl3rD9wBw09					45.5411	-122.5605	anonymous	EN	I consent, continue	Interested		Never	Less often	Never	Less often	Never	Less often	About once a week		R_a2HtEl3rD9wBw09	953002
2022-04-25 16:04:24	2022-04-25 16:04:55	IP Address	154.29.3.139	100	31	TRUE	2022-04-25 16:04:56	R_1HnqFi7ezEfreiO					41.4951	-81.6939	anonymous	EN	I consent, continue	Interested	About once a week	A few days a week	Never	Less often	About once a week	Less often	A few days a week	Never		R_1HnqFi7ezEfreiO	720866
2022-04-25 15:51:40	2022-04-25 16:05:21	IP Address	208.219.19.34	100	820	TRUE	2022-04-25 16:05:21	R_1I6FTxry6ccEprw					45.5411	-122.5605	anonymous	EN	I consent, continue	Interested	Less often	About once a week	A few days a week	A few days a week	Several times a day	A few days a week	About once a day	About once a week		R_1I6FTxry6ccEprw	451315
2022-04-25 16:04:52	2022-04-25 16:05:39	IP Address	202.182.67.118	100	47	TRUE	2022-04-25 16:05:39	R_29hoq5PUXKrCSGH					40.6446	-73.9743	anonymous	EN	I consent, continue	Moderately interested	About once a week	Less often	About once a week	Never	Less often	A few days a week	Less often			R_29hoq5PUXKrCSGH	914426
2022-04-25 16:06:46	2022-04-25 16:07:34	IP Address	73.140.103.207	100	48	TRUE	2022-04-25 16:07:34	R_3jZfjwiKeLxi5vy					47.1458	-122.4544	anonymous	EN	I consent, continue	Slightly Interested	Never	Never	Never	Less often	About once a week	Never	About once a week	Never		R_3jZfjwiKeLxi5vy	834783
2022-04-25 16:10:42	2022-04-25 16:11:26	IP Address	172.58.27.197	100	44	TRUE	2022-04-25 16:11:26	R_2tyaBYKtTkIWpgm					34.0544	-118.2441	anonymous	EN	I consent, continue	Moderately interested	Less often	Less often	Never	About once a day	A few days a week	Less often	A few days a week	A few days a week		R_2tyaBYKtTkIWpgm	720422
2022-04-25 16:11:25	2022-04-25 16:12:00	IP Address	98.10.58.230	100	34	TRUE	2022-04-25 16:12:00	R_3e3nnsJUeDY1SRJ					43.0801	-77.6342	anonymous	EN	I consent, continue	Moderately interested	About once a day	Never	Less often	About once a day	Several times a day	About once a week	About once a week	A few days a week		R_3e3nnsJUeDY1SRJ	750052
2022-04-25 16:11:46	2022-04-25 16:12:14	IP Address	73.140.179.53	100	27	TRUE	2022-04-25 16:12:14	R_3xdmnkOoF9rGmzL					47.3236	-122.3187	anonymous	EN	I consent, continue	Slightly Interested	Never	Never	Never	Less often	Never	Several times a day	About once a day	Less often		R_3xdmnkOoF9rGmzL	567412
2022-04-25 16:09:09	2022-04-25 16:13:56	IP Address	216.39.37.176	100	287	TRUE	2022-04-25 16:13:57	R_2fy1SRruikTPeuO					39.2842	-76.6918	anonymous	EN	I consent, continue	Very Interested	Several times a day	Several times a day	About once a day	Several times a day	Several times a day	Several times a day	Several times a day	Several times a day		R_2fy1SRruikTPeuO	480761
2022-04-25 16:13:51	2022-04-25 16:14:15	IP Address	24.13.4.9	100	24	TRUE	2022-04-25 16:14:16	R_3gEO90T8VD04ww1					41.591	-88.0484	anonymous	EN	I consent, continue	Very Interested	Several times a day	Several times a day	A few days a week	Several times a day	Several times a day	Several times a day	Several times a day	About once a day		R_3gEO90T8VD04ww1	350218
2022-04-25 16:14:54	2022-04-25 16:15:25	IP Address	68.32.41.142	100	30	TRUE	2022-04-25 16:15:25	R_3fdaQcqMFMeZMwN					42.4327	-83.0396	anonymous	EN	I consent, continue	Moderately interested	Never	Never	Never	About once a day	Never	About once a week	A few days a week	Less often		R_3fdaQcqMFMeZMwN	248151
2022-04-25 16:16:45	2022-04-25 16:20:07	IP Address	68.36.219.215	100	202	TRUE	2022-04-25 16:20:08	R_3MSEaF1UoETMnwL					42.4257	-83.1522	anonymous	EN	I consent, continue	Interested	Never	Never	Never	Less often	Less often	Less often	Never	Less often		R_3MSEaF1UoETMnwL	410874
2022-04-25 15:48:39	2022-04-25 16:21:22	IP Address	71.191.188.142	100	1963	TRUE	2022-04-25 16:21:23	R_1qaqE2ZTCHZyh3n					38.7741	-77.2385	anonymous	EN	I consent, continue	Very Interested	Less often	Less often	Less often	Several times a day	Several times a day	Several times a day	Several times a day	Several times a day		R_1qaqE2ZTCHZyh3n	932825
2022-04-25 16:28:11	2022-04-25 16:28:53	IP Address	98.192.98.60	100	42	TRUE	2022-04-25 16:28:53	R_1pJqc9LuyX5u4Yz					33.8019	-84.3861	anonymous	EN	I consent, continue	Very Interested	Several times a day	Never	Never	Several times a day	Several times a day	About once a day	About once a week	A few days a week		R_1pJqc9LuyX5u4Yz	747922
2022-04-25 16:32:45	2022-04-25 16:33:24	IP Address	99.51.240.158	100	38	TRUE	2022-04-25 16:33:24	R_U9hYFaGleZxPvWx					35.9698	-86.5061	anonymous	EN	I consent, continue	Interested	Less often	Less often	A few days a week	Several times a day	Several times a day	Several times a day	About once a day	A few days a week		R_U9hYFaGleZxPvWx	288564
2022-04-25 16:32:57	2022-04-25 16:33:36	IP Address	206.54.198.154	100	38	TRUE	2022-04-25 16:33:38	R_ANzBNborNrftcwF					29.572	-95.54	anonymous	EN	I consent, continue	Moderately interested	Less often	Less often	About once a week	Several times a day	About once a day	About once a day	Several times a day	A few days a week		R_ANzBNborNrftcwF	124248
