StartDate	EndDate	Status	IPAddress	Progress	Duration (in seconds)	Finished	RecordedDate	ResponseId	RecipientLastName	RecipientFirstName	RecipientEmail	ExternalReference	LocationLatitude	LocationLongitude	DistributionChannel	UserLanguage	Consent	QID1	Q2	Q3	Q4	Q5	Q6	Q7_1	Q7_2	Q7_3	Q7_4	Q7_5	Q8_1	Q8_2	Q10_1	Q10_2	Q12_1	Q12_2	Q12_3	Q13_1	Q13_2	Q13_3	Q13_4	Q14	Q15	Q16	ResponseID	RandomID
2022-04-17 9:36:44	2022-04-17 9:42:01	0	24.35.78.57	100	317	1	2022-04-17 9:42:02	R_3ReeOB6K9gPkhHN					47.6295	-122.3165	anonymous	EN	1	2	1	5	2	1	3	2	7	7	2	2	79	0	7	4	3	3	5	4	3	3	4	1	2		R_3ReeOB6K9gPkhHN	479528
2022-04-17 9:45:03	2022-04-17 9:53:33	0	216.39.37.186	100	510	1	2022-04-17 9:53:34	R_1hLLOsiOulygYoR					39.2842	-76.6918	anonymous	EN	1	2	1	4	2	2	5	2	2	3	1	1	83	18	5	2	3	4	4	4	3	4	5	2	2		R_1hLLOsiOulygYoR	697693
2022-04-17 9:09:54	2022-04-17 9:55:27	0	208.195.30.90	100	2733	1	2022-04-17 9:55:28	R_qC4vQEdjpWAPRzb					37.751	-97.822	anonymous	EN	1	1	2	4	4	2	4	1	2	4	1	2	61	91	4	3	4	5	4	4	5	4	5	4	2		R_qC4vQEdjpWAPRzb	438384
2022-04-17 9:51:37	2022-04-17 9:56:38	0	74.122.56.129	100	301	1	2022-04-17 9:56:39	R_yqG1m45kTashvdD					39.0469	-77.4903	anonymous	EN	1	1	1	1	3	2	4	3	3	1	2	3	90	77	3	1	5	4	5	2	3	4	4	5	1		R_yqG1m45kTashvdD	401013
2022-04-17 9:52:17	2022-04-17 10:02:59	0	98.192.99.24	100	641	1	2022-04-17 10:02:59	R_3feqi2Om3JfuXsS					33.6934	-84.448	anonymous	EN	1	4	3	4	1	2	4	4	7	6	4	5	50	50	5	4	3	2	3	4	4	2	3	2	3		R_3feqi2Om3JfuXsS	975946
2022-04-17 9:59:18	2022-04-17 10:03:41	0	81.161.4.166	100	262	1	2022-04-17 10:03:41	R_2R9pGjWoqKeBNP8					40.7662	-74.0178	anonymous	EN	1	1	1	5	4	1	5	5	4	5	6	5	82	90	1	2	5	4	5	5	4	5		1	2		R_2R9pGjWoqKeBNP8	600628
2022-04-17 9:10:01	2022-04-17 10:05:20	0	208.218.225.121	100	3319	1	2022-04-17 10:05:20	R_1CcZD380q9KFhvq					40.8023	-73.7329	anonymous	EN	1	1	1	3	4	2	4	2	1	3	1	4	96	75	2	1	5	5	5	5	4	3	5	3	1		R_1CcZD380q9KFhvq	514787
2022-04-17 9:42:50	2022-04-17 10:05:52	0	100.12.176.43	100	1381	1	2022-04-17 10:05:52	R_2y7Y1ypkQG78eRR					40.7465	-73.909	anonymous	EN	1	1	3	3	1	1	5	1	5	7	1	1	0	4	6	6	3	3	4	3	3	3	1	2	2		R_2y7Y1ypkQG78eRR	610406
2022-04-17 10:09:35	2022-04-17 10:10:54	0	208.218.227.178	100	79	1	2022-04-17 10:10:55	R_3KYZAGXn1zh7DrM					40.8023	-73.7329	anonymous	EN	1	1	2	5	2	1	4	1	2	7	1	1	0	100	7	7	5	5	4	5		5	5	1	1		R_3KYZAGXn1zh7DrM	484611
2022-04-17 10:09:33	2022-04-17 10:12:01	0	74.122.57.171	100	147	1	2022-04-17 10:12:01	R_R4FWadFaxDQl465					39.0469	-77.4903	anonymous	EN	1	1	1	5	2	1	4	2	2	2	1	2	83	59	3	3	4	3	4	3	4	4	5	1	1		R_R4FWadFaxDQl465	387562
2022-04-17 10:06:40	2022-04-17 10:12:41	0	174.82.78.75	100	360	1	2022-04-17 10:12:41	R_2zBURm8Wnbzy4Hg					32.6951	-97.269	anonymous	EN	1	2	1	4	4	2	2	5	6	4	1	2	72	11	5	4	4	4	5	4	5	5	2	2	3		R_2zBURm8Wnbzy4Hg	594090
2022-04-17 10:07:24	2022-04-17 10:13:32	0	208.218.229.146	100	367	1	2022-04-17 10:13:32	R_2zUCGbYWsPF9jCC					40.5175	-74.3991	anonymous	EN	1	2	1	4	4	2	5	3	2	4	1	2	87	57	3	1	5	4	5	4	4	5	4	2	2		R_2zUCGbYWsPF9jCC	731313
2022-04-17 10:14:55	2022-04-17 10:20:48	0	208.218.225.176	100	353	1	2022-04-17 10:20:49	R_2qt7Nr3AE5Rk8PS					40.8023	-73.7329	anonymous	EN	1	3	1	1	2	1	5	1	2	1	1	1	100	57	4	3	3	4	3	3	4	3	3	4	2		R_2qt7Nr3AE5Rk8PS	266438
2022-04-17 10:20:05	2022-04-17 10:20:58	0	208.218.227.7	100	52	1	2022-04-17 10:20:58	R_Au6bminyOetxfYR					40.8023	-73.7329	anonymous	EN	1	2	2	3	3	2	3	7	7	6	7	6	99	97	6	6	5	4	4	5		4	5	2	2		R_Au6bminyOetxfYR	585351
2022-04-17 10:11:44	2022-04-17 10:24:21	0	71.187.183.182	100	757	1	2022-04-17 10:24:22	R_1dv1ejvYdD1jRYg					40.9051	-74.0796	anonymous	EN	1	2	1	4	3	2	4	2	2	2	1	4	97	11	7	2	4	4	4	4	5	4	5	4	2		R_1dv1ejvYdD1jRYg	936457
2022-04-17 10:24:03	2022-04-17 10:25:21	0	208.218.228.43	100	78	1	2022-04-17 10:25:21	R_3KUVEsiM4pJa6LU					40.5175	-74.3991	anonymous	EN	1	2	1	3	2	2	2	1	2	3	4	5	92	100	1	2	4	5		4	5			2	2		R_3KUVEsiM4pJa6LU	501640
2022-04-17 10:17:02	2022-04-17 10:25:36	0	208.218.231.80	100	513	1	2022-04-17 10:25:36	R_1g243rYd3CiIbH2					39.9703	-75.0617	anonymous	EN	1	2	1	3	2	1	4	4	5	6	4	2	70	56	4	5	5	4	3	3	4	5	4	3	2		R_1g243rYd3CiIbH2	341717
2022-04-17 10:15:29	2022-04-17 10:27:25	0	81.161.4.117	100	716	1	2022-04-17 10:27:26	R_vibWNgpUp4TsobD					40.7662	-74.0178	anonymous	EN	1	1	1	4	3	1	4	1	2	4	1	1	93	26	5	2	3	4	3	5	4	3	5	2	1		R_vibWNgpUp4TsobD	735168
2022-04-17 10:27:10	2022-04-17 10:28:38	0	45.35.97.22	100	88	1	2022-04-17 10:28:39	R_dhZfjoTALgqbPUt					34.0494	-118.2661	anonymous	EN	1	2	2	1	4	2	2	7					88	63	6	7				5				1	3		R_dhZfjoTALgqbPUt	768993
2022-04-17 10:25:58	2022-04-17 10:30:30	0	208.218.231.80	100	271	1	2022-04-17 10:30:30	R_ZmHs01uK7REc4G5					39.9703	-75.0617	anonymous	EN	1	3	1	4	2	2	4	1	1	6	1	6	91	54	6	1	5	4	5	5	4	3	4	1	1		R_ZmHs01uK7REc4G5	911291
2022-04-17 10:26:11	2022-04-17 10:30:56	0	104.7.224.89	100	285	1	2022-04-17 10:30:57	R_2di4i3Vrf5elVcj					28.5727	-80.8206	anonymous	EN	1	2	2	1	2	2	4	1	7	3	1	3	0	100	1	7	5	5	5	5	1	1	5	5	3		R_2di4i3Vrf5elVcj	879433
2022-04-17 10:13:59	2022-04-17 10:33:13	0	208.219.17.152	100	1153	1	2022-04-17 10:33:13	R_1LYHGLmPpHoQnhL					45.5411	-122.5605	anonymous	EN	1	1	1	5	3	2	4	1	1	3	1	2	88	41	5	2	4	3	5	5	4	4	3	1	1		R_1LYHGLmPpHoQnhL	635850
2022-04-17 10:29:46	2022-04-17 10:39:37	0	74.122.56.10	100	590	1	2022-04-17 10:39:37	R_12EzX9Gcw6LZgSY					39.0469	-77.4903	anonymous	EN	1	1	1	5	4	1	5	4	5	3	4	3	96	55	1	2	4	5	4	5	4	5	5	1	1		R_12EzX9Gcw6LZgSY	437309
2022-04-17 10:36:37	2022-04-17 10:42:09	0	76.101.37.218	100	331	1	2022-04-17 10:42:09	R_1mIBX6oO0uJDfEB					26.3172	-81.6154	anonymous	EN	1	2	1	5	3	1	4	1	6	6	1	1	70	0	7	3	4	2	5	5	5	5		2	2		R_1mIBX6oO0uJDfEB	697649
2022-04-17 10:28:57	2022-04-17 10:46:48	0	208.218.225.176	100	1071	1	2022-04-17 10:46:48	R_1GKAR7diAInprMw					40.8023	-73.7329	anonymous	EN	1	3	1	1	2	1	5	1	2	1	1	1	99	56	4	3	3	4	3	3	4	3	3	4	2		R_1GKAR7diAInprMw	904193
2022-04-17 10:42:25	2022-04-17 10:47:01	0	81.161.6.17	100	275	1	2022-04-17 10:47:01	R_3P5XGEiG8UzA8Uo					40.7662	-74.0178	anonymous	EN	1	1	1	5	3	1	4	1	2	3	1	2	92	35	5	1	5	4	5	5	5	4	3	1	1		R_3P5XGEiG8UzA8Uo	897928
2022-04-17 10:48:05	2022-04-17 10:52:22	0	70.110.167.57	100	256	1	2022-04-17 10:52:22	R_3nc4lyL1bKrem0Q					40.6027	-75.4778	anonymous	EN	1	2	1	5	2	2	4	4	5	7	1	2	92	15	6	4	4	5		4	4	2	3	2	1		R_3nc4lyL1bKrem0Q	177037
2022-04-17 10:54:54	2022-04-17 10:57:34	0	208.218.225.252	100	160	1	2022-04-17 10:57:35	R_33EH3fw52W77Gtq					40.8023	-73.7329	anonymous	EN	1	1	1	1	2	1	4	5	1	3	1	2	99	62	4	4	4	5	5	4	5	4	5	5	1		R_33EH3fw52W77Gtq	731891
2022-04-17 10:51:56	2022-04-17 10:58:19	0	69.246.77.242	100	382	1	2022-04-17 10:58:19	R_3fuZjwBDdhgoXvP					32.3974	-93.8052	anonymous	EN	1	3	1	4	2	1	2	7	7	6	2	3	70	55	5	4	4	3	4	3	4	5	3	3	3		R_3fuZjwBDdhgoXvP	968084
2022-04-17 10:50:16	2022-04-17 10:59:02	0	154.9.128.10	100	525	1	2022-04-17 10:59:02	R_1NyqLrXUdNwyqiK					47.3066	-122.2619	anonymous	EN	1	5	3	3	3	2	4	5	5	5	4	3	50	45	4	4	4	3	4	3	3	5	1	2	3		R_1NyqLrXUdNwyqiK	291051
2022-04-17 10:50:53	2022-04-17 10:59:29	0	208.218.227.136	100	516	1	2022-04-17 10:59:30	R_8uIyH8w5U2BengB					40.8023	-73.7329	anonymous	EN	1	1	1	5	2	2	5	1	1	4	1	3	100	38	3	2	5	4	5	4	5	4	3	1	1		R_8uIyH8w5U2BengB	898609
2022-04-17 11:05:04	2022-04-17 11:09:24	0	143.198.69.84	100	259	1	2022-04-17 11:09:24	R_2dGs8nag0g1MfbN					37.3931	-121.962	anonymous	EN	1	1	1	5	2	2	4	3	4	2	5	4	85	65	5	6	5	3	4	5	3	5	3	1	2		R_2dGs8nag0g1MfbN	723360
2022-04-17 11:09:56	2022-04-17 11:19:24	0	208.219.19.249	100	567	1	2022-04-17 11:19:24	R_2X6YPkX0eJBqGwN					45.5411	-122.5605	anonymous	EN	1	4	1	1	2	1	5	2	2	2	2	2	100	0	3	3	4	4	4	4	4	4	4	5	1		R_2X6YPkX0eJBqGwN	322108
2022-04-17 11:12:35	2022-04-17 11:27:48	0	70.175.113.145	100	913	1	2022-04-17 11:27:48	R_6oo9LWAlfj49RbH					33.6069	-112.2822	anonymous	EN	1	1	1	5	2	2	4	1	1	2	1	1	90	51	4	1	4	3	5	5	4	3	4	2	2		R_6oo9LWAlfj49RbH	271222
2022-04-17 11:22:47	2022-04-17 11:31:46	0	68.185.201.133	100	538	1	2022-04-17 11:31:46	R_2aftvAlCU05d1F7					33.2205	-97.1294	anonymous	EN	1	1	1	1	3	2	4	1	1	2	1	1	100	81	4	2	3	2	2	5	5	5	5	3	1		R_2aftvAlCU05d1F7	795165
2022-04-17 11:23:59	2022-04-17 11:32:35	0	81.161.7.252	100	516	1	2022-04-17 11:32:36	R_26o6YpNItV7XK4u					40.7662	-74.0178	anonymous	EN	1	2	1	5	3	1	4	1	7	7	1	1	93	75	5	2	3	3	3	5	5	5	4	1	1		R_26o6YpNItV7XK4u	263869
2022-04-17 11:25:49	2022-04-17 11:34:56	0	73.24.61.188	100	546	1	2022-04-17 11:34:56	R_2uye5IEIevh2uy8					34.674	-92.357	anonymous	EN	1	1	2	1	2	2	3	2	7	7	1	3	32	96	4	4	4	2	5	4	5	3	2	2	2		R_2uye5IEIevh2uy8	116914
2022-04-17 11:36:47	2022-04-17 11:44:19	0	68.36.219.215	100	452	1	2022-04-17 11:44:20	R_DMKVsc4SFszMxzj					42.4257	-83.1522	anonymous	EN	1	3	1	5	3	1	2	5	5	5	2	4	90	44	4	4	2	1	1	5	3	5	1	3	2		R_DMKVsc4SFszMxzj	476748
2022-04-17 12:07:42	2022-04-17 12:09:58	0	50.106.216.224	100	135	1	2022-04-17 12:09:58	R_2UgZqnsHWzQQoWI					40.4693	-88.9424	anonymous	EN	1	4	1	4	2	1	4	5	5	4	1	2	70	29	4	4	4	2	5	5	4	1	1	2	4		R_2UgZqnsHWzQQoWI	502558
2022-04-17 12:09:11	2022-04-17 12:13:08	0	216.238.249.9	100	237	1	2022-04-17 12:13:09	R_ut5kFJoN2GC2JvX					32.7403	-101.9551	anonymous	EN	1	1	2	1	2	2	4	2	1	3	1	2	39	100	2	1	5	5	4	5	5	4	5	2	1		R_ut5kFJoN2GC2JvX	861156
2022-04-17 12:13:29	2022-04-17 12:15:25	0	216.238.249.9	100	116	1	2022-04-17 12:15:25	R_10q1ctIRkyY6ZTB					32.7403	-101.9551	anonymous	EN	1	1	2	1	2	2	4	2	1	3	1	1	60	100	6	7	1	2	1	4	5	4	5	5	1		R_10q1ctIRkyY6ZTB	643172
2022-04-13 13:42:41	2022-04-13 13:43:15	0	67.245.236.180	93	34	0	2022-04-20 13:43:31	R_3hAUHZdqBqfHvBg							anonymous	EN	1	5	2	3	4	2	3	5	5	5	5	6			6	5	4	3	4	4	3	4	4	4	2		R_3hAUHZdqBqfHvBg	641028
2022-04-17 9:06:05	2022-04-17 9:07:46	0	209.212.61.77	93	100	0	2022-04-24 9:07:47	R_2AHcQTdFMgYTR2G							anonymous	EN	1	3	3	3	4	2	4	7	7	6	1	5	31	31	4	4	5	2		3	4	4	2	1	3		R_2AHcQTdFMgYTR2G	396455
2022-04-17 9:06:50	2022-04-17 9:09:09	0	73.123.179.39	93	138	0	2022-04-24 9:09:11	R_1OTD6KoBT2EUdND							anonymous	EN	1	5	3	3	2	2	2	6	7	6	4	6	24	50	4	4	3	4	4	2	4	4	3	1	4		R_1OTD6KoBT2EUdND	961221
2022-04-17 9:09:55	2022-04-17 9:11:44	0	208.218.227.105	93	109	0	2022-04-24 9:11:45	R_1jVxjLfwafmlWib							anonymous	EN	1	1	2	1	3	2	2	2	1	2	4	5	88	79	1	2	5	4	3	5	4	3	4	3	1		R_1jVxjLfwafmlWib	897924
2022-04-17 9:08:33	2022-04-17 9:13:55	0	208.219.17.155	93	322	0	2022-04-24 9:13:56	R_Xp4FgvfiBDJeLFn							anonymous	EN	1	2	1	2	3	1	4	2	3	4	3	4	67	30	3	2		3	5	5		5	4	4	2		R_Xp4FgvfiBDJeLFn	465654
2022-04-17 9:12:47	2022-04-17 9:13:53	0	208.218.229.57	93	66	0	2022-04-24 9:14:01	R_23WrNEzTzgvgOkJ							anonymous	EN	1	2	1	4	2	1	5	1	2	4	1	2	93	73	3	2	4	5	4	5	4	5	5	4	1		R_23WrNEzTzgvgOkJ	871321
2022-04-17 9:13:44	2022-04-17 9:24:26	0	97.71.158.163	93	641	0	2022-04-24 9:24:32	R_3CPiyMJxozyF2Jj							anonymous	EN	1	1	2	1	3	2	3	1	1	1	1	1	0	100	1	7	5							1	4		R_3CPiyMJxozyF2Jj	953261
2022-04-17 9:09:58	2022-04-17 9:28:56	0	98.46.113.36	93	1137	0	2022-04-24 9:28:58	R_V2MOH0HK07zVZVT							anonymous	EN	1	1	2	3	3	2	3	1	7	7	1	5	80	83	4	4	2	2	2	4	5	5	3	4	2		R_V2MOH0HK07zVZVT	770041
2022-04-17 9:27:35	2022-04-17 9:35:19	0	208.219.19.223	93	464	0	2022-04-24 9:35:20	R_PICquNpDCrrzybn							anonymous	EN	1	2	1	2	5	1	4	6	2	4	1	3	83	45	3	2	3	4	5	4	4	5		4	1		R_PICquNpDCrrzybn	400942
2022-04-17 9:42:20	2022-04-17 9:48:21	0	208.218.225.25	7	360	0	2022-04-24 9:48:23	R_2QuQ8lmopWcfwdk							anonymous	EN	1																										R_2QuQ8lmopWcfwdk	511747
2022-04-17 9:46:20	2022-04-17 9:49:41	0	71.219.86.161	93	201	0	2022-04-24 9:49:46	R_d4FS87jVZc8QosV							anonymous	EN	1	3	1	3	2	1	2	1	7	4	1	7	84	44	4	2	5	1	2	4	5	5	3	4	3		R_d4FS87jVZc8QosV	238821
2022-04-17 9:51:21	2022-04-17 9:51:29	0	98.192.99.24	7	8	0	2022-04-24 9:51:32	R_3FQG1ts90Ze0quX							anonymous	EN	1																										R_3FQG1ts90Ze0quX	343790
2022-04-17 9:46:27	2022-04-17 9:54:16	0	208.218.227.221	93	469	0	2022-04-24 9:54:24	R_3Jwqfhqr0n7sFjf							anonymous	EN	1	3	2	2	2	1	4	2	2	2	2	2	51	51	4	4	3	3	3	3	3	3	3	2	2		R_3Jwqfhqr0n7sFjf	404232
2022-04-17 9:36:05	2022-04-17 10:11:21	0	99.33.50.250	93	2116	0	2022-04-24 10:11:23	R_1FJm9LSVE7ArWWD							anonymous	EN	1	1	2	1	2	1	5	1	1	1	1	1	81	100	2	2	4	4	5	5	4	5	4	4	1		R_1FJm9LSVE7ArWWD	632347
2022-04-17 10:10:42	2022-04-17 10:13:57	0	73.214.83.191	93	195	0	2022-04-24 10:13:59	R_aVSvRIxoJt5BZ7j							anonymous	EN	1	2	1	4	3	2	4	7	7	7	1	4	35	0	6	4	5	5	5	3	1	3	2	2	3		R_aVSvRIxoJt5BZ7j	168415
2022-04-17 10:08:29	2022-04-17 10:13:59	0	47.25.219.158	93	329	0	2022-04-24 10:14:00	R_oZDHDUzmVfKswnf							anonymous	EN	1	2	1	4	1	2	4	2	1	2	1	3	90	30	6	2	3	4	5	5	4	5	3	2	2		R_oZDHDUzmVfKswnf	161259
2022-04-17 10:18:46	2022-04-17 10:18:58	0	192.34.59.141	7	12	0	2022-04-24 10:18:59	R_3szQDnMC7cLWya8							anonymous	EN	1																										R_3szQDnMC7cLWya8	688606
2022-04-17 10:11:05	2022-04-17 10:18:57	0	208.218.227.178	93	472	0	2022-04-24 10:19:02	R_1OCyMgrmhmaPiOT							anonymous	EN	1	1	2	5	2	1	4	1	1		1	1	9	100	1	2	2	5	5	5	4	5	5	1	1		R_1OCyMgrmhmaPiOT	752054
2022-04-17 10:58:23	2022-04-17 11:05:15	0	207.135.195.98	93	412	0	2022-04-24 11:05:17	R_OlZH2IyfAQVeY5X							anonymous	EN	1	1	1	4	2	1	4	1	2	3	1	1	91	33	6	2	5	4	3	4	3	4	5	2	2		R_OlZH2IyfAQVeY5X	128738
2022-04-17 11:45:32	2022-04-17 11:52:19	0	208.218.228.191	93	406	0	2022-04-24 11:52:25	R_2ckGfbj2J2imbdL							anonymous	EN	1	1	2	2	2	2	4	4	4	4	5	3	82	93	2	3	5	4	3	3	4	4	2	2	2		R_2ckGfbj2J2imbdL	212840
2022-04-17 11:13:52	2022-04-17 12:03:30	0	143.198.69.84	93	2978	0	2022-04-24 12:06:34	R_9tcacQcTpS1yK3f							anonymous	EN	1	1	1	5	2	1	4	3	4	6	2	4	75	61	4	3	4	3	4	3	4	3	2	1	1		R_9tcacQcTpS1yK3f	879739
2022-04-17 12:11:43	2022-04-17 12:12:52	0	216.238.249.9	93	68	0	2022-04-24 12:12:54	R_2rCsZsjJr9bIzlO							anonymous	EN	1	1	2	1	2	2	4	2	1	3	1	1	75	100	2	3	5	4	5	5	5	4	3	1	2		R_2rCsZsjJr9bIzlO	128157
2022-04-17 12:11:06	2022-04-17 12:17:25	0	208.207.182.169	93	379	0	2022-04-24 12:17:25	R_eb2kM5Ht3S282pb							anonymous	EN	1	1	1	1	3	1	4	1	1	7	1	2	68	19	7	4		3	4	5	3	4	2	3	1		R_eb2kM5Ht3S282pb	175378
